Drug,Classes,Groups,Gene,Protein,Gene Type,Drug Action,DrugBank.ID
Guanosine-5'-Diphosphate,,experimental,RAB11A,Ras-related protein Rab-11A,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,RALA,Ras-related protein Ral-A,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,purA,Adenylosuccinate synthetase,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,tuf,Elongation factor Tu,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,ARL5B,ADP-ribosylation factor-like protein 5B,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,ftsZ,Cell division protein FtsZ,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,TGM3,Protein-glutamine gamma-glutamyltransferase E,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,rab6,GTPase (Rab6),target,,DB04315
Guanosine-5'-Diphosphate,,experimental,RAB8B,Ras-related protein Rab-8B,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,ARF6,ADP-ribosylation factor 6,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,ARL3,ADP-ribosylation factor-like protein 3,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,NME2,Nucleoside diphosphate kinase B,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,gca,"GDP-mannose 4,6-dehydratase",target,,DB04315
Guanosine-5'-Diphosphate,,experimental,RAC1,Ras-related C3 botulinum toxin substrate 1,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,rsgA,Putative ribosome biogenesis GTPase RsgA,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,SAR1B,GTP-binding protein SAR1b,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,Adss,Adenylosuccinate synthetase,target,,DB04315
Guanosine-5'-Diphosphate,,experimental,ARL5A,ADP-ribosylation factor-like protein 5A,target,,DB04315
6-Deoxyglucose,,experimental,amyA,Cyclomaltodextrin glucanotransferase,target,,DB04319
6-Deoxyglucose,,experimental,,Cyclomaltodextrin glucanotransferase,target,,DB04319
Ovalicin,,experimental,METAP2,Methionine aminopeptidase 2,target,,DB04324
Ovalicin,,experimental,METAP1,Methionine aminopeptidase 1,target,,DB04324
2-Phenylethylamine,,experimental,tynA,Primary amine oxidase,target,,DB04325
2-Phenylethylamine,,experimental,PRSS2,Trypsin-2,target,,DB04325
2-Phenylethylamine,,experimental,PRSS1,Trypsin-1,target,,DB04325
"1,3-Dihydroxyacetonephosphate",,experimental,ALDOA,Fructose-bisphosphate aldolase A,target,,DB04326
"1,3-Dihydroxyacetonephosphate",,experimental,TPI1,Triosephosphate isomerase,target,,DB04326
"1,3-Dihydroxyacetonephosphate",,experimental,ALDOB,Fructose-bisphosphate aldolase B,target,,DB04326
"1,3-Dihydroxyacetonephosphate",,experimental,fucA,L-fuculose phosphate aldolase,target,,DB04326
Phosphatidylethanolamine,,experimental,alr3165,Bacteriorhodopsin,target,,DB04327
Phosphatidylethanolamine,,experimental,PROCR,Endothelial protein C receptor,target,,DB04327
Shikimate-3-Phosphate,,experimental,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,target,,DB04328
Shikimate-3-Phosphate,,experimental,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,target,,DB04328
6-hydroxydopa quinone,,experimental,AOC3,Membrane primary amine oxidase,target,,DB04334
6-hydroxydopa quinone,,experimental,tynA,Primary amine oxidase,target,,DB04334
6-hydroxydopa quinone,,experimental,,Phenylethylamine oxidase,target,,DB04334
Inosine,,investigational,,IAG-nucleoside hydrolase,target,,DB04335
Inosine,,investigational,PNP,Purine nucleoside phosphorylase,target,,DB04335
Inosine,,investigational,deoD,Purine nucleoside phosphorylase DeoD-type,target,,DB04335
SB220025,,experimental,MAPK14,Mitogen-activated protein kinase 14,target,,DB04338
SB220025,,experimental,MAPK1,Mitogen-activated protein kinase 1,target,,DB04338
"Glyoxalate, Glyoxylate",,experimental,glcB,Malate synthase G,target,,DB04343
"Glyoxalate, Glyoxylate",,experimental,icl,Isocitrate lyase,target,,DB04343
"Glyoxalate, Glyoxylate",,experimental,glcB,Malate synthase G,target,,DB04343
"Glyoxalate, Glyoxylate",,experimental,Rv3853,Putative regulator of ribonuclease activity,target,,DB04343
"7,8-dimethylalloxazine",,experimental,TM_0857,Riboflavin biosynthesis protein RibF,target,,DB04345
"7,8-dimethylalloxazine",,experimental,BLVRB,Flavin reductase (NADPH),target,,DB04345
3-Dehydroshikimate,,experimental,aroD,3-dehydroquinate dehydratase,target,,DB04347
3-Dehydroshikimate,,experimental,aroQ,3-dehydroquinate dehydratase,target,,DB04347
Taurocholic Acid,,experimental,CEL,Bile salt-activated lipase,target,,DB04348
Taurocholic Acid,,experimental,FABP6,Gastrotropin,target,,DB04348
"S-1,2-Propanediol",,experimental,icd,Isocitrate dehydrogenase [NADP],target,,DB04349
"S-1,2-Propanediol",,experimental,rsbQ,Sigma factor SigB regulation protein RsbQ,target,,DB04349
Argadin,,experimental,chiB1,Chitinase,target,,DB04350
Argadin,,experimental,CHIT1,Chitotriosidase-1,target,,DB04350
Aconitate Ion,,experimental,ACO2,"Aconitate hydratase, mitochondrial",target,,DB04351
Aconitate Ion,,experimental,acnB,Aconitate hydratase 2,target,,DB04351
"[(2r,3s,4s,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]Methyl Dihydrogen Phosphate",,experimental,rbsD,D-ribose pyranase,target,,DB04352
"[(2r,3s,4s,5r)-3,4,5-Trihydroxytetrahydrofuran-2-Yl]Methyl Dihydrogen Phosphate",,experimental,NUDT9,"ADP-ribose pyrophosphatase, mitochondrial",target,,DB04352
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,,WbpP,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,GYG1,Glycogenin-1,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,GALE,UDP-glucose 4-epimerase,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,otsA,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,rmlA,Glucose-1-phosphate thymidylyltransferase,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,galE,UDP-glucose 4-epimerase,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,bgt,DNA beta-glucosyltransferase,target,,DB04355
Uridine-5'-Monophosphate Glucopyranosyl-Monophosphateester,,experimental,GLT6D1,Glycosyltransferase 6 domain-containing protein 1,target,,DB04355
Debromohymenialdisine,,experimental,TNK2,Activated CDC42 kinase 1,target,,DB04367
Debromohymenialdisine,,experimental,CLK1,Dual specificity protein kinase CLK1,target,,DB04367
Bb-3497,,experimental,def,Peptide deformylase,target,,DB04368
Bb-3497,,experimental,PDF,"Peptide deformylase, mitochondrial",target,inhibitor,DB04368
1-Hydroxy-2-Amino-3-Cyclohexylpropane,,experimental,REN,Renin,target,,DB04387
1-Hydroxy-2-Amino-3-Cyclohexylpropane,,experimental,SAP2,Candidapepsin-2,target,,DB04387
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",,experimental,nfnB,Oxygen-insensitive NAD(P)H nitroreductase,target,,DB04392
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",,experimental,NQO1,NAD(P)H dehydrogenase [quinone] 1,target,,DB04392
"Bishydroxy[2h-1-Benzopyran-2-One,1,2-Benzopyrone]",,experimental,azoR,FMN-dependent NADH-azoreductase,target,,DB04392
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,hslU,ATP-dependent protease ATPase subunit HslU,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,EPHB2,Ephrin type-B receptor 2,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,trwB,TrwB,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,CFTR,Cystic fibrosis transmembrane conductance regulator,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,VCP,Transitional endoplasmic reticulum ATPase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,TRPM7,Transient receptor potential cation channel subfamily M member 7,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,KIF1A,Kinesin-like protein KIF1A,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,CCT3,T-complex protein 1 subunit gamma,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,TM_0588,Rod shape-determining protein MreB,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,SRPK2,SRSF protein kinase 2,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,MAPK12,Mitogen-activated protein kinase 12,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,clpB,Chaperone protein ClpB,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,epsE,Type II secretion system protein E,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,phoQ,Sensor protein PhoQ,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,parE,DNA topoisomerase 4 subunit B,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,GALK1,Galactokinase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,recA,Protein RecA,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,RAD51,DNA repair protein RAD51 homolog 1,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,kdpB,Potassium-transporting ATPase B chain,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,GSK3B,Glycogen synthase kinase-3 beta,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,DTYMK,Thymidylate kinase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,cheA,Chemotaxis protein CheA,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,IGF1R,Insulin-like growth factor 1 receptor,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,PIM1,Serine/threonine-protein kinase pim-1,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,dhaK,Dihydroxyacetone kinase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,coaA,Pantothenate kinase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,HK1,Hexokinase-1,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,purT,Phosphoribosylglycinamide formyltransferase 2,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,LCK,Tyrosine-protein kinase Lck,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,CSNK2A1,Casein kinase II subunit alpha,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,EPHA2,Ephrin type-A receptor 2,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,argG,Argininosuccinate synthase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,MAPK10,Mitogen-activated protein kinase 10,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,metK,S-adenosylmethionine synthase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,murC,UDP-N-acetylmuramate--L-alanine ligase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,envZ,Osmolarity sensor protein EnvZ,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,gyrB,DNA gyrase subunit B,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,mutL,DNA mismatch repair protein MutL,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,KIF2C,Kinesin-like protein KIF2C,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,ITPKA,Inositol-trisphosphate 3-kinase A,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,TOP2B,DNA topoisomerase 2-beta,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,GSS,Glutathione synthetase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,aphA,Aminoglycoside 3'-phosphotransferase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,DAPK1,Death-associated protein kinase 1,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,arsA,Arsenical pump-driving ATPase,target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,ACTA1,"Actin, alpha skeletal muscle",target,,DB04395
Phosphoaminophosphonic Acid-Adenylate Ester,,experimental,argB,Acetylglutamate kinase,target,,DB04395
Thiodigalactoside,,experimental,eltB,Heat-labile enterotoxin B chain,target,,DB04396
Thiodigalactoside,,experimental,lacY,Lactose permease,target,,DB04396
Thiodigalactoside,,experimental,NCAN,Neurocan core protein,target,,DB04396
Thiodigalactoside,,experimental,LGALS1,Galectin-1,target,,DB04396
Lactic Acid,,experimental,putA,Bifunctional protein PutA,target,,DB04398
Lactic Acid,,experimental,DR_0842,NimA-related protein,target,,DB04398
"7,8-Dihydrobiopterin",,experimental,TH,Tyrosine 3-monooxygenase,target,,DB04400
"7,8-Dihydrobiopterin",,experimental,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,target,,DB04400
"7,8-Dihydrobiopterin",,experimental,PAH,Phenylalanine-4-hydroxylase,target,,DB04400
"7,8-Dihydrobiopterin",,experimental,PTR1,Pteridine reductase 1,target,,DB04400
"7,8-Dihydrobiopterin",,experimental,NOS2,"Nitric oxide synthase, inducible",target,,DB04400
"7,8-Dihydrobiopterin",,experimental,folB,Dihydroneopterin aldolase,target,,DB04400
Allosamizoline,,experimental,chiB,Chitinase B,target,,DB04404
Allosamizoline,,experimental,chiA,Chitinase A,target,,DB04404
Allosamizoline,,experimental,CHIT1,Chitotriosidase-1,target,,DB04404
3-Phenylpropylamine,,experimental,PRSS2,Trypsin-2,target,,DB04410
3-Phenylpropylamine,,experimental,PRSS1,Trypsin-1,target,,DB04410
P-Nitrophenol,,experimental,SULT1A1,Sulfotransferase 1A1,target,,DB04417
P-Nitrophenol,,experimental,AMY2B,Alpha-amylase 2B,target,,DB04417
Norleucine,,experimental,PTH,Parathyroid hormone,target,,DB04419
Norleucine,,experimental,HNF1A,Hepatocyte nuclear factor 1-alpha,target,,DB04419
Norleucine,,experimental,PAH,Phenylalanine-4-hydroxylase,target,,DB04419
2-Amino-4-Mercapto-Butyric Acid,,experimental,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,target,,DB04422
2-Amino-4-Mercapto-Butyric Acid,,experimental,TM_0268,5-methyltetrahydrofolate S-homocysteine methyltransferase,target,,DB04422
2-Amino-4-Mercapto-Butyric Acid,,experimental,luxS,S-ribosylhomocysteine lyase,target,,DB04422
3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,,experimental,bla,Beta-lactamase TEM,target,,DB04430
3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,,experimental,bla,Beta-lactamase TEM,target,,DB04430
Tetrafluoroaluminate Ion,,experimental,argB,Acetylglutamate kinase,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,ATP2A1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,GNAT1,Guanine nucleotide-binding protein G(t) subunit alpha-1,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,CMPK1,UMP-CMP kinase,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,MYH11,Myosin-11,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,MYH14,Myosin-14,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,recA,Protein RecA,target,,DB04444
Tetrafluoroaluminate Ion,,experimental,rbsK,Ribokinase,target,,DB04444
"1,4-Dithiothreitol",,experimental,paiA,Protease synthase and sporulation negative regulatory protein PAI 1,target,,DB04447
"1,4-Dithiothreitol",,experimental,acpS,Holo-[acyl-carrier-protein] synthase,target,,DB04447
"1,4-Dithiothreitol",,experimental,hisD,Histidinol dehydrogenase,target,,DB04447
"1,4-Dithiothreitol",,experimental,aroE,Shikimate dehydrogenase,target,,DB04447
"1,4-Dithiothreitol",,experimental,LGALS1,Galectin-1,target,,DB04447
"1,4-Dithiothreitol",,experimental,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,target,,DB04447
"1,4-Dithiothreitol",,experimental,rpmA,50S ribosomal protein L27,target,,DB04447
"1,4-Dithiothreitol",,experimental,ALDH1A1,Retinal dehydrogenase 1,target,,DB04447
"1,4-Dithiothreitol",,experimental,ohr,Organic hydroperoxide resistance protein,target,,DB04447
"1,4-Dithiothreitol",,experimental,pcaB,"3-carboxy-cis,cis-muconate cycloisomerase",target,,DB04447
"1,4-Dithiothreitol",,experimental,TRPM7,Transient receptor potential cation channel subfamily M member 7,target,,DB04447
"1,4-Dithiothreitol",,experimental,ugl,Unsaturated glucuronyl hydrolase,target,,DB04447
"1,4-Dithiothreitol",,experimental,moaA,Cyclic pyranopterin monophosphate synthase,target,,DB04447
"1,4-Dithiothreitol",,experimental,bca,C protein alpha-antigen,target,,DB04447
"1,4-Dithiothreitol",,experimental,MSRA,Mitochondrial peptide methionine sulfoxide reductase,target,,DB04447
"1,4-Dithiothreitol",,experimental,torD,Chaperone protein TorD,target,,DB04447
"1,4-Dithiothreitol",,experimental,AXIN1,Axin-1,target,,DB04447
"1,4-Dithiothreitol",,experimental,PPIB,Peptidyl-prolyl cis-trans isomerase B,target,,DB04447
"1,4-Dithiothreitol",,experimental,ams,Amylosucrase,target,,DB04447
"1,4-Dithiothreitol",,experimental,thyA,Thymidylate synthase,target,,DB04447
"1,4-Dithiothreitol",,experimental,TPI1,Triosephosphate isomerase,target,,DB04447
"1,4-Dithiothreitol",,experimental,GSTZ1,Maleylacetoacetate isomerase,target,,DB04447
"1,4-Dithiothreitol",,experimental,HMGCR,3-hydroxy-3-methylglutaryl-coenzyme A reductase,target,,DB04447
"1,4-Dithiothreitol",,experimental,prfA,Listeriolysin regulatory protein,target,,DB04447
Heptyl 1-Thiohexopyranoside,,experimental,RHO,Rhodopsin,target,,DB04450
Heptyl 1-Thiohexopyranoside,,experimental,fpr,NADPH:ferredoxin reductase,target,,DB04450
Heptyl 1-Thiohexopyranoside,,experimental,acpP,Acyl carrier protein,target,,DB04450
Heptyl 1-Thiohexopyranoside,,experimental,bioI,Biotin biosynthesis cytochrome P450,target,,DB04450
4-Methylpiperazin-1-Yl Carbonyl Group,,experimental,SAP2,Candidapepsin-2,target,,DB04451
4-Methylpiperazin-1-Yl Carbonyl Group,,experimental,CTSL2,Cathepsin L2,target,,DB04451
Alpha-Aminobutyric Acid,,experimental,EGF,Pro-epidermal growth factor,target,,DB04454
Alpha-Aminobutyric Acid,,experimental,mrsA,Lantibiotic mersacidin,target,,DB04454
Alpha-Aminobutyric Acid,,experimental,GATM,"Glycine amidinotransferase, mitochondrial",target,,DB04454
Alpha-Aminobutyric Acid,,experimental,gag-pol,Gag-Pol polyprotein,target,,DB04454
Trimethyl Glycine,,experimental,proX,Glycine betaine-binding periplasmic protein,target,,DB04455
Trimethyl Glycine,,experimental,kaiB,Circadian clock protein KaiB,target,,DB04455
Trihydroxyarsenite(Iii),,experimental,arsA,Arsenical pump-driving ATPase,target,,DB04456
Trihydroxyarsenite(Iii),,experimental,arsC,Arsenate reductase,target,,DB04456
2'-Deoxyguanosine-5'-Monophosphate,,experimental,1,Deoxynucleotide monophosphate kinase,target,,DB04457
2'-Deoxyguanosine-5'-Monophosphate,,experimental,thyA,Thymidylate synthase,target,,DB04457
N-Formylmethionine,,experimental,gshA,Glutamate--cysteine ligase,target,,DB04464
N-Formylmethionine,,experimental,RNASE1,Ribonuclease pancreatic,target,,DB04464
N-Formylmethionine,,experimental,CLPP,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial",target,,DB04464
N-Formylmethionine,,experimental,RABGGTA,Geranylgeranyl transferase type-2 subunit alpha,target,,DB04464
N-Formylmethionine,,experimental,RABGGTB,Geranylgeranyl transferase type-2 subunit beta,target,,DB04464
N-Formylmethionine,,experimental,pufC,Photosynthetic reaction center cytochrome c subunit,target,,DB04464
N-Formylmethionine,,experimental,puhA,Reaction center protein H chain,target,,DB04464
N-Formylmethionine,,experimental,pufL,Reaction center protein L chain,target,,DB04464
N-Formylmethionine,,experimental,pufM,Reaction center protein M chain,target,,DB04464
N-Formylmethionine,,experimental,,Light-harvesting protein B-800/820 alpha chain,target,,DB04464
